구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치연월,위도,경도,화장실소유구분,화장실설치장소유형,오물처리방식,비상벨설치여부,비상벨설치장소,화장실여부,설치여부,기저귀교환대장소,리모델링연월,데이터기준일자
공중화장실,푸른주유소,경기도 안성시 삼죽면 서동대로 6423,경기도 안성시 삼죽면 진촌리 299-1번지,N,0,0,0,0,0,0,2,0,0,경기도 안성시 일자리경제과,031-678-2693,00:00~24:00,,37.0646958633,127.3718119859,지방자치단체,공공용시설,수세식,N,N,N,N,N,,2023-10-03
공중화장실,연세석유(주)동아대 SELF주유소,경기도 안성시 삼죽면 서동대로 7862,경기도 안성시 일죽면 당촌리 11번지,N,0,0,0,0,0,0,0,0,0,경기도 안성시 일자리경제과,031-678-2693,00:00~24:00,,37.1018762462,127.5134598253,지방자치단체,공공용시설,수세식,N,N,N,N,N,,2023-10-03
공중화장실,SK건영주유소,경기도 안성시 삼죽면 진촌리 303번지 2호,경기도 안성시 삼죽면 진촌리 303번지 2호,N,4,0,0,0,0,0,1,0,0,경기도 안성시 일자리경제과,031-678-2693,00:00~24:00,,,,지방자치단체,공공용시설,수세식,N,N,N,N,N,,2023-10-03
공중화장실,죽산시장,경기도 안성시 죽산면 죽산리 438번지 1호,경기도 안성시 죽산면 죽산리 438번지 1호,N,6,0,0,0,0,0,6,0,0,경기도 안성시 일자리경제과,031-678-2693,00:00~24:00,,,,지방자치단체,공공용시설,수세식,N,N,N,N,N,,2023-10-03
공중화장실,죽산농협주유소,경기도 안성시 죽산면 죽주로 159,경기도 안성시 죽산면 두현리 87-2번지,N,2,0,0,0,0,0,0,0,0,경기도 안성시 일자리경제과,031-678-2693,00:00~24:00,,37.0725762535,127.4137825028,지방자치단체,공공용시설,수세식,N,N,N,N,N,,2023-10-03
공중화장실,이죽주유소,경기도 안성시 죽산면 죽주로 193,경기도 안성시 죽산면 죽산리 541-1번지,Y,2,0,0,0,0,0,1,0,0,경기도 안성시 일자리경제과,031-678-2693,00:00~24:00,,37.0728400736,127.4171571183,지방자치단체,공공용시설,수세식,N,N,N,N,N,,2023-10-03
공중화장실,GS죽산주유소,경기도 안성시 죽산면 죽주로 304,,N,1,0,0,0,0,0,1,0,0,경기도 안성시 일자리경제과,031-678-2693,00:00~24:00,,,,지방자치단체,공공용시설,수세식,N,N,N,N,N,,2023-10-03
공중화장실,현대대성주유소,경기도 안성시 중앙로 177(신건지동),경기도 안성시 신건지동 25-1번지,Y,5,1,0,0,0,0,2,0,0,경기도 안성시 일자리경제과,031-678-2693,00:00~24:00,,37.0128375734,127.2486319770,지방자치단체,공공용시설,수세식,N,N,N,N,N,,2023-10-03
공중화장실,(주)수원현대자동차운전전문학원 봉산주유소,경기도 안성시 중앙로 461(봉산동),경기도 안성시 봉산동 52번지,N,5,1,0,0,0,0,2,0,0,경기도 안성시 일자리경제과,031-678-2693,00:00~24:00,,37.0061171907,127.2779339184,지방자치단체,공공용시설,수세식,N,N,N,N,N,,2023-10-03
공중화장실,sk안평주유소,경기도 안성시 공도읍 서동대로 3986(진사리),경기도 안성시 공도읍 진사리 2-6번지,N,20,0,0,0,0,0,0,0,0,경기도 안성시 일자리경제과,031-678-2693,00:00~24:00,,36.9972697036,127.1491323129,지방자치단체,공공용시설,수세식,N,Y,Y,N,N,,2023-10-03
공중화장실,공도충전소,경기도 안성시 공도읍 서동대로 4287-12 (만정리),경기도 안성시 공도읍 만정리 290-7번지,N,0,0,0,0,0,0,2,0,0,경기도 안성시 일자리경제과,031-678-2693,00:00~24:00,,37.0057204716,127.1793284477,지방자치단체,공공용시설,수세식,N,N,N,N,N,,2023-10-03
공중화장실,과천시의회,경기도 과천시 관문로 69,경기도 과천시 중앙동 1-3?,N,7,14,0,0,0,0,7,0,0,의회사무과,02-3677-2523,09:00~18:00,,37.4302434583,126.9867786752,지방자치단체,공공용시설,수세식,N,,N,N,,,2023-10-17
공중화장실,찬우물광장,경기도 과천시 갈현동 8-55,경기도 과천시 갈현동 8-55,Y,1,1,0,0,0,0,2,1,0,공원녹지과,02-3677-2362,00:00~24:00,,37.4175228988,126.9860616357,지방자치단체,공공용시설,수세식,N,,N,N,,,2023-10-17
공중화장실,양재천 공중화장실1,경기도 과천시 과천동 255-1,경기도 과천시 과천동 255-1,N,1,1,0,0,0,0,1,0,0,공원녹지과,02-3677-2327,00:00~24:00,,37.4489420732,127.0011076797,지방자치단체,공공용시설,수거식,N,,N,N,,,2023-10-17
공중화장실,양재천 공중화장실2,경기도 과천시 과천동 14-7,경기도 과천시 과천동 14-7,N,1,1,0,0,0,0,2,0,0,공원녹지과,02-3677-2327,00:00~24:00,,37.4545462518,127.0066115981,지방자치단체,공공용시설,수거식,N,,N,N,,,2023-10-17
공중화장실,양재천 공중화장실3,경기도 과천시 과천동 550-2,경기도 과천시 과천동 550-2,N,1,2,0,0,0,0,2,0,0,공원녹지과,02-3677-2327,00:00~24:00,,37.4551044887,127.0131102974,지방자치단체,공공용시설,수거식,N,,N,N,,,2023-10-17
공중화장실,관악산입구,경기도 과천시 관악산길 160,경기도 과천시 중앙동 42,N,2,3,1,0,0,0,3,0,0,공원녹지과,02-3677-2341,00:00~24:00,,37.4336950546,126.9887105937,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,,,2023-10-17
공중화장실,문원2단지 소공원,경기도 과천시 문원동 115-86,경기도 과천시 문원동 115-86,N,2,2,0,0,0,0,4,0,0,공원녹지과,02-3677-2362,00:00~24:00,,37.4245788215,127.0087792246,지방자치단체,공공용시설,수세식,N,,N,N,,,2023-10-17
공중화장실,야생화단지,경기도 과천시 밤나무길 100,경기도 과천시 갈현동 산 103-1,N,0,2,1,0,0,0,3,1,0,공원녹지과,02-3677-2341,07:30~20:30,,37.4214399200,126.9710618228,지방자치단체,공공용시설,수세식,N,,N,N,,,2023-10-17
공중화장실,과천시가족센터,경기도 과천시 관악산길 58,경기도 과천시 관문동 107-5,N,2,2,1,1,0,0,2,1,0,가족아동과,02-503-0070,09:00~18:00,,37.4360828220,126.9926958750,지방자치단체,공공용시설,수세식,N,,N,N,,,2023-10-17
공중화장실,오일스토리 관리 주유소,경기도 이천시 마장면 마도로 263,경기도 이천시 마장면 관리 942-4번지,N,1,1,0,0,1,0,1,0,0,오일스토리 관리 주유소,,06:00~22:00,2023-01,37.2773953910,127.3499410815,민간,주유소·충전소,수세식,N,,N,N,,,2023-10-18
공중화장실,온천공원,"경기도 이천시 애련정로136번길 84, 평생학습북카페 (창전동)",경기도 이천시 창전동 503번지 평생학습북카페,N,2,2,0,0,0,0,2,0,0,산림공원과,031-645-3843,09:00~22:00,2023-01,37.2822042462,127.4523499136,지방자치단체,관광·체육시설,수세식,Y,여자화장실,N,Y,여자화장실,,2023-10-18
공중화장실,온천공원 운동장 화장실,"경기도 이천시 애련정로136번길 84, 평생학습북카페 (창전동)",경기도 이천시 창전동 503번지 평생학습북카페,N,3,2,1,0,0,0,7,1,0,산림공원과,031-645-3843,09:00~22:00,2023-01,37.2822042462,127.4523499136,지방자치단체,관광·체육시설,수세식,Y,여자화장실,N,Y,여자화장실,,2023-10-18
공중화장실,우성충전소(강가충전소),경기도 이천시 부발읍 중부대로 1782,경기도 이천시 부발읍 신원리 558-51번지,N,1,2,0,0,0,0,2,0,0,우성충전소(강가충전소),031-635-5185,07:00~19:00,,37.2897404389,127.5044225466,민간,주유소·충전소,수세식,N,,N,N,,,2023-10-18
공중화장실,율면 본죽리체육시설 실내화장실,경기도 이천시 율면 주래본죽로 575-37,경기도 이천시 율면 본죽리 28-3번지,N,2,4,0,0,0,0,3,0,0,율면 행정복지센터,031-644-8692,09:00~18:00,2023-05,37.0800675985,127.5301858863,지방자치단체,관광·체육시설,수세식,N,,N,N,,,2023-10-18
공중화장실,율면 행정복지센터,"경기도 이천시 율면 고당로 132, 율면사무소",경기도 이천시 율면 고당리 241-22번지 율면사무소,N,2,2,0,0,0,0,2,0,0,율면 행정복지센터,031-644-8692,09:00~18:00,1990-03,37.0943049312,127.5464519576,지방자치단체,공공용시설,수세식,N,,N,N,,,2023-10-18
공중화장실,은아주유소,경기도 이천시 마장면 서이천로 683,경기도 이천시 마장면 장암리 382-2번지,N,1,1,0,0,0,0,2,0,0,은아주유소,,08:00~20:00,,37.2817554995,127.3982929154,민간,주유소·충전소,수세식,N,,N,N,,,2023-10-18
공중화장실,한국도요,"경기도 이천시 신둔면 황무로 485, 한국도요",경기도 이천시 신둔면 소정리 49-1번지 한국도요,N,2,2,0,0,0,0,3,0,0,한국도요,,09:00~18:00,2023-01,37.3031316283,127.4030372357,민간,관광·체육시설,수세식,Y,여자화장실,N,Y,여자화장실,,2023-10-18
공중화장실,한들 주유소,"경기도 이천시 모가면 진상미로 1483, 한들주유소",경기도 이천시 모가면 원두리 227-11번지 한들주유소,N,1,2,0,0,0,0,1,0,0,한들 주유소,,06:40~20:00,2023-11,37.1871936992,127.4742219189,민간,주유소·충전소,수세식,Y,장애인화장실,N,N,,,2023-10-18
공중화장실,한아름공원,"경기도 이천시 중리천로 15, 관고1통마을회관 (관고동)",경기도 이천시 관고동 11번지 관고1통마을회관,N,2,2,0,0,0,0,3,0,0,산림공원과,031-645-3843,09:00~22:00,,37.2807382073,127.4396940223,지방자치단체,관광·체육시설,수세식,Y,여자화장실,N,N,,,2023-10-18
공중화장실,한울림관,경기도 이천시 설봉로 65 (관고동),경기도 이천시 관고동 38-1번지,N,2,2,1,1,0,0,3,1,0,관고동 행정복지센터,031-644-8783,코로나 임시폐쇄,,37.2823868351,127.4378877741,지방자치단체,공공용시설,수세식,Y,장애인화장실,N,N,,,2023-10-18
공중화장실,해창개발(주) 한림주유소,"경기도 이천시 부발읍 황무로 2046, 한림주유소",경기도 이천시 부발읍 가산리 468-1번지 한림주유소,N,1,2,0,0,0,0,1,0,0,한림 주유소,,07:00~19:00,2023-08,37.2426056766,127.5110268824,민간,주유소·충전소,수세식,N,,N,N,,,2023-10-18
공중화장실,호법 농협주유소,"경기도 이천시 호법면 이섭대천로 535, 호법농협주유소",경기도 이천시 호법면 후안리 250-8번지 호법농협주유소,N,1,1,0,1,0,0,1,0,0,호법 농협주유소,031-634-2176,08:00~19:30,2023-11,37.2234108068,127.4270811954,민간,주유소·충전소,수세식,N,,N,N,,,2023-10-18
공중화장실,호법면 행정복지센터,"경기도 이천시 호법면 이섭대천로527번길 27, 호법면사무소",경기도 이천시 호법면 후안리 246번지 호법면사무소,N,1,4,1,1,0,0,1,1,0,호법면 행정복지센터,031-644-8543,09:00~18:00,2023-01,37.2228592586,127.4243877285,지방자치단체,공공용시설,수세식,Y,여자화장실+장애인화장실,Y,N,,,2023-10-18
공중화장실,호법면체육공원,"경기도 이천시 호법면 동산로395번길 139-38, 농어민문화체육센터",경기도 이천시 호법면 주박리 546번지 농어민문화체육센터,N,6,7,1,1,0,0,9,1,0,호법면 행정복지센터,031-644-4320,09:00~22:00,,37.2155457177,127.4073196622,지방자치단체,관광·체육시설,수세식,N,,Y,N,,,2023-10-18
공중화장실,호법주유소,"경기도 이천시 호법면 중부대로 769, 호법주유소",경기도 이천시 호법면 안평리 74번지 호법주유소,N,1,1,0,0,0,0,1,0,0,호법주유소,,07:00~20:00,2023-03,37.2459672201,127.4181970050,민간,주유소·충전소,수세식,N,,N,Y,여자화장실,,2023-10-18
공중화장실,롯데프리미엄아울렛(청자동),"경기도 이천시 호법면 프리미엄아울렛로 177-119, 롯데프리미엄아울렛",경기도 이천시 호법면 단천리 868번지 롯데프리미엄아울렛,N,14,25,4,0,0,0,50,4,0,롯데프리미엄아울렛,,(평일)10:30~20:30+(주말)10:30~21:00,,37.2428056079,127.3979619302,민간,상업시설,수세식,N,,N,N,,,2023-10-18
공중화장실,롯데프리미엄아울렛(패션몰),경기도 이천시 호법면 프리미엄아울렛로 177-120,경기도 이천시 호법면 단천리 861번지,N,6,8,1,0,1,0,19,1,2,롯데 프리미엄 아울렛 이천점,,(평일)10:30~20:30+(주말)10:30~21:00,,37.2437616004,127.3985469448,민간,상업시설,수세식,N,,N,N,,,2023-10-18
공중화장실,마국 주유소,"경기도 이천시 모가면 사실로 724, 마국주유소",경기도 이천시 모가면 어농리 122-12번지 마국주유소,N,1,3,0,0,0,0,2,0,0,마국 주유소,031-636-0842,연중무휴,1992-04,37.1761565686,127.4391464064,민간,주유소·충전소,수세식,N,,N,N,,,2023-10-18
공중화장실,마장농협 주유소,"경기도 이천시 마장면 덕평로 1072, 마장농협주유소",경기도 이천시 마장면 회억리 193-6번지 마장농협주유소,N,3,3,0,0,0,0,2,0,0,마장농협 주유소,,(평일)08:00~20:00+(주말)08:30~18:00,,37.2534510106,127.3621784877,민간,주유소·충전소,수세식,N,,Y,N,,,2023-10-18
공중화장실,마장도서관 화장실,경기도 이천시 마장면 마장로 11,경기도 이천시 마장면 오천리 411번지,N,4,12,4,0,0,0,15,4,1,도서관과,031-645-3440,08:00~23:00,2023-05,37.2539281359,127.3541374186,지방자치단체,공공용시설,수세식,N,,N,N,,,2023-10-18
공중화장실,마장체육시설 화장실,경기도 이천시 마장면 오천로 105-26,경기도 이천시 마장면 오천리 55-30번지,N,0,2,1,0,0,0,0,1,0,마장면사무소,031-634-8583,09:00~18:00,1997-01,37.2494177850,127.3588256139,지방자치단체,관광·체육시설,수세식,N,,N,N,,,2023-10-18
공중화장실,신흥3동행정복지센터,경기도 성남시 수정구 공원로349번길 8,성남시 수정구 공원로349번길 8,N,6,8,1,1,0,0,17,1,0,성남시청 자원순환과,,09:00~18:00,,37.4435363363,127.1488453045,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,태평1동행정복지센터,경기도 성남시 수정구 모란로 88,성남시 수정구 모란로 88,N,2,2,1,1,0,0,2,1,0,성남시청 자원순환과,,9시~18시,,37.4407626813,127.1261701272,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,태평2동행정복지센터,경기도 성남시 수정구 남문로 108,성남시 수정구 남문로 108,N,2,2,1,1,0,0,2,1,0,성남시청 자원순환과,,09:00~18:00,,37.4471293677,127.1387327322,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,태평3동행정복지센터,경기도 성남시 수정구 남문로 54,성남시 수정구 남문로 54(태평동 3752-1),N,2,3,1,1,0,0,3,1,0,성남시청 자원순환과,,09:00~18:00,,37.4453362821,127.1330887585,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,태평4동행정복지센터,경기도 성남시 수정구 남문로 134,성남시 수정구 남문로 134,N,2,3,1,1,0,0,4,1,0,성남시청 자원순환과,,9시~18시,,37.4477055880,127.1414772098,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,수진1동행정복지센터,경기도 성남시 수정구 탄리로 19,성남시 수정구 탄리로 19,N,1,2,1,1,0,0,2,1,0,성남시청 자원순환과,,09시~18시,,37.4385672662,127.1390338914,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,단대동행정복지센터,경기도 성남시 수정구 희망로506번길 21,성남시 수정구 희망로 506번길 21,N,2,2,1,1,0,0,4,1,0,성남시청 자원순환과,,9시~18시,,37.4493964379,127.1553752821,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,야  탑어린이공원,,성남시 분당구 야탑1동 340,N,2,2,1,1,0,0,2,1,0,성남시청 자원순환과,,24시,,37.4139682630,127.1305702669,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,숲  속어린이공원,,성남시 분당구 야탑3동213-1,N,2,3,1,1,0,0,3,1,0,성남시청 자원순환과,,24시,,37.4139483240,127.1403185458,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,양  촌어린이공원,,성남시 분당구 야탑3동178,N,2,3,1,1,0,0,3,1,0,성남시청 자원순환과,,24시,,37.4070026308,127.1469923802,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,종달새어린이공원,,성남시 분당구 야탑2동 534,N,2,3,1,1,0,0,3,1,0,성남시청 자원순환과,,24시,,37.4064975995,127.1232386070,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,오야소어린이공원,,성남시 분당구 야탑2동 509,N,2,3,1,1,0,0,3,1,0,성남시청 자원순환과,,24시,,37.4078633937,127.1268551694,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,무잡모퉁이어린이공원,,성남시 분당구 야탑2동 529,N,2,3,1,1,0,0,3,1,0,성남시청 자원순환과,,24시,,37.4072506035,127.1269558133,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,무장들어린이공원,,성남시 분당구 야탑2동 524,N,2,3,1,1,0,0,3,1,0,성남시청 자원순환과,,24시,,37.4076698008,127.1309661946,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,탑  골어린이공원,,성남시 분당구 야탑2동 521,N,2,3,1,1,0,0,3,1,0,성남시청 자원순환과,,24시,,37.4082766276,127.1362645787,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,신  일어린이공원,,성남시 분당구 야탑3동 164,N,2,3,1,1,0,0,3,1,0,성남시청 자원순환과,,24시,,37.4071143073,127.1440446471,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,아  름어린이공원,,성남시 분당구 이매2동 134,N,2,3,1,1,0,0,3,1,0,성남시청 자원순환과,,24시,,37.4024163184,127.1229610212,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,매  송어린이공원,,성남시 분당구 이매2동 144,N,2,3,1,1,0,0,3,1,0,성남시청 자원순환과,,24시,,37.3974698382,127.1229079567,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,방아다리어린이공원,,성남시 분당구 이매1동 114,N,2,3,1,1,0,0,3,1,0,성남시청 자원순환과,,24시,,37.3976381186,127.1257428675,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,구렛들어린이공원,,성남시 분당구 이매1동 119,N,2,3,1,1,0,0,3,1,0,성남시청 자원순환과,,24시,,37.3922238602,127.1249661360,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,누엣길어린이공원,,성남시 분당구 이매1동 125,N,2,3,1,1,0,0,3,1,0,성남시청 자원순환과,,24시,,37.3898355583,127.1255720437,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,소공원어린이공원,,성남시 분당구 서현2동 3 24,N,2,3,1,1,0,0,2,1,0,성남시청 자원순환과,,24시,,,,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,서  현(2)어린이공원,,성남시 분당구 서현1동 89-6,N,2,3,1,1,0,0,3,1,0,성남시청 자원순환과,,24시,,37.3819772077,127.1270496598,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,대명주유소,경기도 안성시 공도읍 서동대로 4298 (만정리),경기도 안성시 공도읍 만정리 299-4번지,Y,3,0,0,0,0,0,0,0,0,경기도 안성시 일자리경제과,031-678-2693,00:00~24:00,,37.0043529690,127.1803232736,지방자치단체,공공용시설,수세식,N,N,N,N,N,,2023-10-03
공중화장실,명도주유소,경기도 안성시 양성면 양성로 373,경기도 안성시 양성면 이현리 263-4번지,Y,2,0,0,0,0,0,1,0,0,경기도 안성시 일자리경제과,031-678-2693,00:00~24:00,,37.0865964440,127.2070048071,지방자치단체,공공용시설,수세식,N,N,N,N,N,,2023-10-03
공중화장실,미리내주유소(주),경기도 안성시 양성면 양성로 684,경기도 안성시 양성면 난실리 244-2번지,N,6,0,0,0,0,0,1,0,0,경기도 안성시 일자리경제과,031-678-2693,00:00~24:00,,37.1075493631,127.2197658533,지방자치단체,공공용시설,수세식,N,N,N,N,N,,2023-10-03
공중화장실,GS양성농협주유소,경기도 안성시 양성면 장터길 33,,N,93,0,0,0,0,0,71,0,0,경기도 안성시 일자리경제과,031-678-2693,00:00~24:00,,,,지방자치단체,공공용시설,수세식,N,Y,Y,N,N,,2023-10-03
공중화장실,대보유통(주) 안성(서울),경기도 안성시 원곡면 경부고속도로 372-1,경기도 안성시 원곡면 산하리 425-1번지,N,7,0,0,0,0,0,0,0,0,경기도 안성시 일자리경제과,031-678-2693,00:00~24:00,,37.0778114750,127.1309071581,지방자치단체,공공용시설,수세식,N,N,N,N,N,,2023-10-03
공중화장실,에스씨에너지(주)서안성주유소,경기도 안성시 원곡면 남북대로 1106,경기도 안성시 원곡면 칠곡리 581-3번지,N,3,0,0,0,0,0,1,0,0,경기도 안성시 일자리경제과,031-678-2693,00:00~24:00,,37.0378760796,127.1510707712,지방자치단체,공공용시설,수세식,N,N,N,N,N,,2023-10-03
공중화장실,(주)소모에너지엔테크놀러지 칠곡주유소,경기도 안성시 원곡면 남북대로 1201-4,경기도 안성시 원곡면 칠곡리 613-4번지,N,3,0,0,0,0,0,2,0,0,경기도 안성시 일자리경제과,031-678-2693,00:00~24:00,,37.0451857517,127.1569300004,지방자치단체,공공용시설,수세식,N,N,N,N,N,,2023-10-03
공중화장실,GS 칠곡IC 주유소,경기도 안성시 원곡면 만세로 991,경기도 안성시 원곡면 칠곡리 67-3번지,N,4,0,0,0,0,0,0,0,0,경기도 안성시 일자리경제과,031-678-2693,00:00~24:00,,37.0544795412,127.1664255825,지방자치단체,공공용시설,수세식,N,N,N,N,N,,2023-10-03
공중화장실,원곡산하주유소,경기도 안성시 원곡면 삼봉로 708,경기도 안성시 원곡면 산하리 169-2번지,N,4,0,0,0,0,0,2,0,0,경기도 안성시 일자리경제과,031-678-2693,00:00~24:00,,37.0811525141,127.1269869062,지방자치단체,공공용시설,수세식,N,N,N,N,N,,2023-10-03
공중화장실,성은주유소,경기도 안성시 원곡면 천덕산로 545,경기도 안성시 원곡면 성은리 189-1번지,Y,3,0,0,0,0,0,0,0,0,경기도 안성시 일자리경제과,031-678-2693,00:00~24:00,,37.0861754128,127.1513333168,지방자치단체,공공용시설,수세식,N,N,N,N,N,,2023-10-03
공중화장실,태광주유소,경기도 안성시 원곡면 청원로 1786,경기도 안성시 원곡면 내가천리 179-7번지,N,2,0,0,0,0,0,1,0,0,경기도 안성시 일자리경제과,031-678-2693,00:00~24:00,,37.0411454126,127.1179506008,지방자치단체,공공용시설,수세식,N,N,N,N,N,,2023-10-03
공중화장실,보광주유소,경기도 안성시 원곡면 청원로 1831,경기도 안성시 원곡면 내가천리 164-25번지,Y,0,0,0,0,0,0,0,0,0,경기도 안성시 일자리경제과,031-678-2693,00:00~24:00,,37.0393480335,127.1224799784,지방자치단체,공공용시설,수세식,N,N,N,N,N,,2023-10-03
공중화장실,화봉주유소,경기도 안성시 일죽면 금일로 186,경기도 안성시 일죽면 화봉리 231-1번지,Y,4,0,0,0,0,0,0,0,0,경기도 안성시 일자리경제과,031-678-2693,00:00~24:00,,37.0686930602,127.4765793935,지방자치단체,공공용시설,수세식,N,N,N,N,N,,2023-10-03
공중화장실,SK삼팔주유소,경기도 안성시 일죽면 노성로 7-6,경기도 안성시 일죽면 능국리 348-3번지,Y,0,0,0,0,0,0,0,0,0,경기도 안성시 일자리경제과,031-678-2693,00:00~24:00,,37.1041115223,127.4843902600,지방자치단체,공공용시설,수세식,N,N,N,N,N,,2023-10-03
공중화장실,서해에너지,경기도 안성시 일죽면 당촌리 133번지 5호,경기도 안성시 일죽면 당촌리 133번지 5호,Y,3,0,0,0,0,0,0,0,0,경기도 안성시 일자리경제과,031-678-2693,00:00~24:00,,,,지방자치단체,공공용시설,수세식,N,N,N,N,N,,2023-10-03
공중화장실,GS은석주유소,경기도 안성시 일죽면 사실로 335,경기도 안성시 일죽면 방초리 44-4번지,Y,3,0,0,0,0,0,0,0,0,경기도 안성시 일자리경제과,031-678-2693,00:00~24:00,,37.1413063444,127.4365170100,지방자치단체,공공용시설,수세식,N,N,N,N,N,,2023-10-03
공중화장실,응암제일주유소,경기도 이천시 부발읍 경충대로 1679,경기도 이천시 부발읍 응암리 270-4번지,N,4,4,0,0,0,0,12,0,0,응암제일주유소,,07:00~20:00,,37.2294527067,127.5215200751,민간,주유소·충전소,수세식,N,,N,N,,,2023-10-18
공중화장실,이데스덕평(강릉방량)충전소,경기도 이천시 마장면 덕이로154번길 287-74,경기도 이천시 마장면 각평리 319-2번지,Y,1,1,0,0,0,0,1,0,0,이데스덕평(강릉방량)충전소,031-635-8858,00:00~24:00,,37.2421930956,127.3884580714,민간,주유소·충전소,수세식,N,,Y,N,,,2023-10-18
공중화장실,이데스덕평(인천방향)충전소,경기도 이천시 마장면 덕이로154번길 287-74,경기도 이천시 마장면 각평리 319-2번지,Y,1,1,0,0,0,0,1,0,0,이데스덕평(인천방향)충전소,031-635-8858,00:00~24:00,,37.2421930956,127.3884580714,민간,주유소·충전소,수세식,N,,Y,N,,,2023-10-18
공중화장실,이마트 이천점 고객 화장실,경기도 이천시 이섭대천로 1440-50 (증포동),경기도 이천시 증포동 47-4번지,N,5,6,1,0,1,1,10,1,0,이마트 이천점,031-644-8119,10:00~23:00,,37.2939790459,127.4591120250,민간,상업시설,수세식,N,,N,Y,여자화장실,,2023-10-18
공중화장실,이천 고속 주유소,"경기도 이천시 경충대로 2940, 이천고속주유소 (사음동)",경기도 이천시 사음동 455-1번지 이천고속주유소,Y,2,3,0,0,0,0,0,0,0,이천 고속 주유소,,05:30~23:00,1986-12,37.2948950617,127.4178619875,민간,주유소·충전소,수세식,N,,N,N,,,2023-10-18
공중화장실,이천 마장 충전소,경기도 이천시 마장면 중부대로 566,경기도 이천시 마장면 표교리 341-1번지,N,1,1,0,0,0,0,1,0,0,이천 마장 충전소,,06:00~24:00,,37.2551651439,127.3994563497,민간,주유소·충전소,수세식,N,,N,N,,,2023-10-18
공중화장실,이천 신협 주유소,"경기도 이천시 중리천로 141, 이천신협주유소 (중리동)",경기도 이천시 중리동 468-20번지 이천신협주유소,N,1,1,0,0,0,0,1,0,0,이천 신협 주유소,,연중무휴,,37.2749831677,127.4502564364,민간,주유소·충전소,수세식,N,,N,N,,,2023-10-18
공중화장실,이천 엘리야 병원,"경기도 이천시 장호원읍 서동대로 8793, 이천엘리야병원",경기도 이천시 장호원읍 장호원리 341번지 이천엘리야병원,N,8,8,1,1,0,0,8,1,0,이천 엘리야 병원,,연중무휴,,37.1158952719,127.6121106081,민간,공공용시설,수세식,N,,N,N,,,2023-10-18
공중화장실,이천 주유소,"경기도 이천시 부발읍 경충대로 2187, 이천주유소",경기도 이천시 부발읍 신하리 547번지 이천주유소,N,1,1,0,0,0,0,1,0,0,이천 주유소,,연중무휴,1997-01,37.2578206628,127.4828587360,민간,주유소·충전소,수세식,N,,N,N,,,2023-10-18
개방화장실,렉스타운,경기도 과쳔시 별양상가1로 25,경기도 과천시 별양동 1-10번지,Y,4,4,1,0,0,0,4,1,0,㈜시대산업,02-502-2244,00:00~24:00,,37.4282853438,126.9925450502,민간,상업시설,수세식,N,,N,N,,,2023-10-17
개방화장실,백두상가,경기도 과천시 별양상가1로38,경기도 과천시 별양동 1-7번지,N,5,8,1,0,0,0,5,1,0,백두상가,02-502-7475,00:00~24:00,,37.4281635182,126.9935631022,민간,상업시설,수세식,N,,N,N,,,2023-10-17
개방화장실,벽산상가,경기도 과천시 별양상가로 7,경기도 과천시 별양동 1-11번지,N,8,9,1,1,0,0,11,1,0,벽산상가,02-503-0273,00:00~24:00,,37.4279985633,126.9929312719,민간,상업시설,수세식,N,,N,N,,,2023-10-17
개방화장실,새서울프라자,경기도 과천시 별양상가2로 20,경기도 과천시 별양동 1-18번지,N,6,10,1,1,0,0,8,1,0,새서울프라자,02-3679-1401,10:00~20:00,,37.4268251693,126.9925549060,민간,상업시설,수세식,Y,여자화장실,N,N,,,2023-10-17
